Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
627,20,3,0.0,12342,2,0.0,4,4,4,5,3,13,7,7,5,8,5,5,1960,1978,3,7,2,2,2.0,0.0,3,3,5,4.0,4.0,2.0,2.0,0,2.0,0,978,978,5,3,1,5.0,0,0,1422,0,0,1,0,3,1,3,7,1,4.0,6.0,1960.0,3.0,1,286,3,0,0,36,0,0,0,0.0,3.0,3.0,600,8,2007,10,6,139900
628,80,3,80.0,9600,2,0.0,5,4,4,5,3,13,7,7,5,1,6,6,1955,1972,5,7,17,17,4.0,164.0,3,3,5,4.0,4.0,4.0,5.0,674,3.0,132,350,1156,5,5,1,5.0,0,0,1520,1,0,1,0,3,1,3,8,2,5.0,5.0,1955.0,3.0,1,364,3,0,0,189,0,0,0,0.0,0.0,0.0,0,3,2010,10,6,153000
629,60,3,70.0,11606,2,0.0,4,2,4,5,1,13,7,7,5,5,5,5,1969,1969,5,7,7,7,4.0,192.0,3,3,4,5.0,4.0,4.0,4.0,650,2.0,0,390,1040,5,3,1,5.0,1040,0,2080,0,1,1,2,5,1,2,8,2,4.0,6.0,1969.0,2.0,2,504,3,335,0,0,0,0,0,0.0,0.0,0.0,0,9,2007,10,2,135000
630,80,3,82.0,9020,2,0.0,5,4,4,4,3,13,8,7,5,1,6,5,1964,1964,5,1,7,2,4.0,259.0,3,3,5,4.0,4.0,5.0,7.0,624,4.0,336,288,1248,5,3,1,5.0,0,0,1350,1,0,1,1,3,1,3,8,0,0.0,6.0,1964.0,3.0,2,520,3,176,0,0,0,0,0,0.0,5.0,0.0,0,6,2008,10,6,168500
631,70,1,50.0,9000,2,3.0,5,4,4,4,3,8,9,7,5,5,5,6,1880,1991,5,7,3,3,2.0,0.0,3,3,6,3.0,3.0,2.0,2.0,0,2.0,0,636,636,5,3,1,4.0,661,0,1750,0,0,1,0,3,1,5,8,0,0.0,2.0,1937.0,2.0,1,240,1,0,0,293,0,0,0,0.0,4.0,0.0,0,6,2006,10,5,124000
632,120,3,34.0,4590,2,0.0,5,4,4,5,3,10,7,7,1,8,8,5,2006,2006,5,7,3,3,1.0,108.0,4,3,4,5.0,5.0,3.0,7.0,24,2.0,0,1530,1554,5,5,1,5.0,0,0,1554,0,0,2,0,2,1,4,8,1,5.0,6.0,2006.0,3.0,2,627,3,156,73,0,0,0,0,0.0,0.0,0.0,0,8,2007,10,6,209500
633,20,3,85.0,11900,2,0.0,5,4,4,5,3,9,7,7,5,8,7,5,1977,1977,3,7,7,7,4.0,209.0,3,4,5,4.0,4.0,2.0,6.0,822,2.0,0,564,1386,5,3,1,5.0,0,0,1411,0,0,2,0,3,1,3,8,1,4.0,6.0,1977.0,4.0,2,544,3,192,0,0,0,0,0,0.0,0.0,0.0,0,4,2009,10,2,82500
634,20,3,80.0,9250,2,0.0,5,4,4,4,3,13,7,7,5,8,5,7,1954,2005,5,7,2,2,2.0,0.0,3,3,5,4.0,4.0,2.0,5.0,480,3.0,468,108,1056,5,3,1,5.0,0,0,1056,0,1,1,0,3,1,3,8,0,0.0,6.0,1954.0,2.0,1,260,3,390,0,0,0,0,0,0.0,0.0,0.0,0,7,2007,10,6,139400
635,90,3,64.0,6979,2,0.0,5,4,4,5,3,8,7,7,3,2,6,5,1980,1980,5,7,7,7,2.0,0.0,3,3,5,4.0,4.0,2.0,7.0,1056,2.0,0,0,1056,5,4,1,5.0,0,0,1056,2,0,0,0,0,2,3,8,0,0.0,2.0,1980.0,2.0,2,576,3,264,56,0,0,0,0,0.0,5.0,3.0,600,6,2010,10,6,144000
636,190,4,60.0,10896,2,2.0,5,3,4,5,3,7,8,7,4,4,6,7,1914,1995,3,7,3,3,2.0,0.0,2,3,5,4.0,3.0,2.0,3.0,256,2.0,0,1184,1440,5,5,1,4.0,1440,515,3395,0,0,2,0,8,2,2,8,0,0.0,0.0,0.0,0.0,0,0,1,0,110,0,0,0,0,0.0,0.0,0.0,0,3,2007,10,5,200000
637,30,1,51.0,6120,2,0.0,5,4,4,5,3,22,7,7,5,8,2,3,1936,1950,5,7,17,17,2.0,0.0,2,2,6,4.0,3.0,2.0,2.0,0,2.0,0,264,264,3,2,2,4.0,0,0,800,0,0,1,0,1,1,2,4,1,2.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,1,2009,4,6,60000
638,190,1,50.0,6000,2,0.0,5,4,4,5,3,8,7,7,4,7,5,4,1954,1954,5,7,2,2,2.0,0.0,3,3,5,4.0,4.0,2.0,2.0,0,2.0,0,811,811,5,3,1,4.0,576,0,1387,0,0,2,0,3,2,4,8,0,0.0,4.0,1954.0,2.0,1,256,3,0,0,0,0,0,0,0.0,0.0,0.0,0,11,2009,10,6,93000
639,30,3,67.0,8777,2,0.0,5,4,4,5,3,18,8,7,5,8,5,7,1910,1950,5,7,9,2,2.0,0.0,3,3,5,3.0,4.0,2.0,2.0,0,2.0,0,796,796,5,4,1,4.0,0,0,796,0,0,1,0,2,1,3,8,0,0.0,0.0,0.0,0.0,0,0,2,328,0,164,0,0,0,0.0,4.0,0.0,0,5,2008,10,6,85000
640,120,3,53.0,3982,2,0.0,5,4,4,5,3,25,7,7,2,8,8,5,2006,2006,3,7,3,3,2.0,0.0,4,3,4,5.0,5.0,4.0,7.0,1154,2.0,0,366,1520,5,5,1,5.0,0,0,1567,1,0,2,0,1,1,5,8,1,5.0,6.0,2006.0,4.0,3,648,3,312,0,0,0,0,0,0.0,0.0,0.0,0,10,2006,7,1,264561
641,120,3,62.0,12677,2,0.0,4,4,4,5,3,10,7,7,2,8,8,5,2003,2004,3,7,9,9,4.0,472.0,5,3,4,6.0,4.0,5.0,7.0,1218,2.0,0,300,1518,5,5,1,5.0,0,0,1518,0,0,1,1,1,1,5,8,1,5.0,6.0,2003.0,3.0,2,588,3,185,140,0,0,0,0,0.0,0.0,0.0,0,4,2008,10,6,274000
642,60,6,0.0,7050,2,0.0,5,4,4,5,3,4,7,7,5,5,7,5,2001,2001,5,7,3,3,2.0,0.0,4,3,4,5.0,4.0,2.0,7.0,738,2.0,0,319,1057,5,5,1,5.0,872,0,1929,1,0,2,1,3,1,4,8,1,4.0,6.0,2001.0,4.0,2,650,3,0,235,0,0,0,0,0.0,0.0,0.0,0,5,2007,10,6,226000
643,80,3,75.0,13860,2,0.0,5,4,4,5,3,13,7,7,5,1,8,7,1972,1995,5,7,7,2,2.0,0.0,4,3,5,5.0,4.0,5.0,7.0,1410,2.0,0,542,1952,5,4,1,5.0,704,0,2704,1,0,2,1,4,1,5,8,3,4.0,6.0,1972.0,4.0,2,538,3,269,111,0,0,0,0,0.0,4.0,0.0,0,7,2009,10,6,345000
644,60,3,80.0,10793,2,0.0,5,4,4,5,3,9,5,7,5,5,5,5,1969,1969,2,7,1,11,4.0,263.0,3,3,5,4.0,4.0,2.0,4.0,493,5.0,287,0,780,5,5,1,5.0,840,0,1620,0,0,2,1,4,1,3,7,0,0.0,6.0,1969.0,4.0,2,462,3,208,0,0,0,0,0,0.0,3.0,0.0,0,4,2007,10,6,152000
645,20,6,85.0,9187,2,0.0,5,4,4,5,3,4,7,7,5,8,9,5,2009,2009,5,7,12,12,1.0,162.0,5,3,4,6.0,4.0,3.0,7.0,1121,2.0,0,645,1766,5,5,1,5.0,0,0,1766,1,0,2,1,2,1,5,8,1,5.0,6.0,2009.0,4.0,3,478,3,195,130,0,0,0,0,0.0,0.0,0.0,0,10,2009,7,1,370878
646,20,3,0.0,10530,2,0.0,4,4,4,4,3,13,7,7,5,8,6,5,1971,1971,3,7,7,7,2.0,0.0,3,3,5,4.0,4.0,2.0,6.0,282,3.0,35,664,981,5,3,1,5.0,0,0,981,1,0,1,1,3,1,3,8,0,0.0,2.0,1979.0,2.0,2,576,3,0,312,40,0,0,0,0.0,0.0,0.0,0,3,2007,10,6,143250
647,20,3,60.0,7200,2,0.0,5,4,4,5,3,13,7,7,5,8,5,5,1950,1950,3,7,9,9,2.0,0.0,3,3,5,0.0,0.0,0.0,0.0,0,0.0,0,0,0,5,4,1,5.0,0,0,1048,0,0,1,0,3,1,3,7,0,0.0,2.0,1950.0,2.0,2,420,3,0,27,0,0,0,0,0.0,0.0,0.0,0,7,2008,10,6,98300
648,20,3,85.0,10452,2,0.0,4,4,4,5,3,18,7,7,5,8,6,5,1953,1953,3,7,2,2,1.0,216.0,3,3,5,4.0,4.0,3.0,4.0,500,2.0,0,594,1094,5,5,1,5.0,0,0,1094,0,0,1,0,3,1,3,8,2,5.0,6.0,1953.0,3.0,2,495,3,0,0,0,0,287,0,0.0,0.0,0.0,0,6,2008,10,6,155000
649,60,3,70.0,7700,2,0.0,5,4,4,5,3,13,4,7,5,5,6,5,1966,1966,5,7,9,9,4.0,351.0,3,3,5,4.0,4.0,2.0,2.0,0,2.0,0,756,756,5,3,1,5.0,788,0,1839,0,0,1,1,4,1,3,8,1,4.0,6.0,1966.0,2.0,2,442,3,0,124,216,0,0,0,0.0,0.0,0.0,0,6,2010,10,6,155000
650,180,1,21.0,1936,2,0.0,5,4,4,5,3,15,7,7,1,2,4,6,1970,1970,5,7,12,12,2.0,0.0,3,3,5,5.0,4.0,4.0,5.0,131,7.0,499,0,630,5,4,1,5.0,0,0,630,1,0,1,0,1,1,3,8,0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0.0,4.0,0.0,0,12,2007,10,6,84500
651,60,6,65.0,8125,2,0.0,5,4,4,5,3,4,7,7,5,5,7,6,2007,2007,5,7,12,12,0.0,0.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,813,813,5,5,1,5.0,843,0,1665,0,0,2,1,3,1,4,8,0,0.0,6.0,2007.0,3.0,2,562,3,0,0,0,0,0,0,0.0,0.0,0.0,0,5,2008,10,6,205950
652,70,3,60.0,9084,2,0.0,5,4,4,5,3,18,9,7,5,5,4,5,1940,1950,5,7,9,9,2.0,0.0,3,3,5,4.0,4.0,3.0,2.0,0,2.0,0,755,755,5,3,1,5.0,755,0,1510,1,0,1,0,4,1,3,8,1,5.0,2.0,1940.0,2.0,1,296,2,120,0,0,0,0,0,0.0,4.0,0.0,0,10,2009,10,6,108000
653,60,3,70.0,8750,2,0.0,5,4,4,5,3,20,7,7,5,5,7,5,1996,1996,5,7,3,3,2.0,0.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,880,880,5,5,1,5.0,807,0,1716,0,0,2,1,2,1,4,8,1,4.0,6.0,1996.0,3.0,2,512,3,0,120,0,0,0,0,0.0,0.0,0.0,0,7,2009,10,6,191000
654,50,1,60.0,10320,2,3.0,5,4,4,5,3,16,7,7,5,7,6,7,1906,1995,5,7,9,9,2.0,0.0,3,3,5,4.0,4.0,2.0,2.0,0,2.0,0,756,756,5,5,1,5.0,713,0,1469,0,0,1,0,3,1,3,8,0,0.0,2.0,1906.0,2.0,1,216,3,57,0,239,0,0,0,0.0,4.0,0.0,0,6,2008,10,6,135000
655,20,3,91.0,10437,2,0.0,4,4,4,5,3,12,7,7,5,8,8,6,1995,1995,3,7,9,9,4.0,660.0,4,4,4,5.0,4.0,5.0,7.0,1696,2.0,0,413,2109,5,5,1,5.0,0,0,2113,1,0,2,1,2,1,4,8,1,4.0,6.0,1995.0,4.0,3,839,3,236,46,0,0,0,0,0.0,0.0,0.0,0,8,2008,10,6,350000
656,160,1,21.0,1680,2,0.0,5,4,4,5,3,23,7,7,1,5,6,5,1971,1971,5,7,11,10,4.0,381.0,3,3,5,4.0,4.0,2.0,2.0,0,2.0,0,525,525,5,3,1,5.0,567,0,1092,0,0,1,1,3,1,3,8,0,0.0,2.0,1971.0,2.0,1,264,3,0,0,0,0,0,0,0.0,0.0,0.0,0,3,2010,10,2,88000
657,20,3,72.0,10007,2,0.0,4,4,4,5,3,13,7,7,5,8,5,7,1959,2006,5,7,11,11,4.0,54.0,4,3,5,4.0,4.0,2.0,6.0,806,2.0,0,247,1053,5,5,1,5.0,0,0,1053,1,0,1,1,3,1,4,8,0,0.0,6.0,1959.0,3.0,1,312,3,0,0,0,0,0,0,0.0,4.0,0.0,0,8,2008,10,6,145500
658,70,3,60.0,7200,2,0.0,5,2,4,5,2,19,7,7,5,5,7,6,1931,2000,5,7,4,1,2.0,0.0,3,2,6,5.0,4.0,2.0,2.0,0,2.0,0,776,776,5,3,1,5.0,651,0,1502,0,0,1,1,3,1,3,8,1,5.0,6.0,1931.0,3.0,1,270,2,0,0,112,0,0,0,0.0,4.0,0.0,0,2,2008,10,6,149000
659,50,3,78.0,17503,2,0.0,5,4,4,5,3,13,9,7,5,7,6,5,1948,1950,5,7,3,3,2.0,0.0,3,3,5,4.0,4.0,2.0,2.0,0,2.0,0,912,912,5,3,1,5.0,546,0,1458,0,1,1,0,3,1,3,8,1,5.0,6.0,1948.0,2.0,1,330,3,192,0,0,0,0,0,0.0,0.0,0.0,0,1,2010,10,5,97500
660,20,3,75.0,9937,2,0.0,5,4,4,4,3,18,7,7,5,8,5,7,1964,1999,3,7,9,9,2.0,0.0,3,4,4,4.0,4.0,2.0,5.0,637,2.0,0,849,1486,5,5,1,5.0,0,0,1486,1,0,1,0,3,1,3,8,0,0.0,2.0,1968.0,4.0,2,480,3,0,0,0,0,0,0,0.0,4.0,0.0,0,3,2009,10,6,167000
661,60,3,0.0,12384,2,0.0,5,4,4,3,3,9,7,7,5,5,7,7,1976,1976,5,7,7,7,4.0,233.0,3,3,5,5.0,4.0,2.0,2.0,0,2.0,0,793,793,5,3,1,5.0,793,0,1935,0,0,2,1,3,1,3,8,1,4.0,6.0,1976.0,3.0,2,550,3,0,113,252,0,0,0,0.0,0.0,0.0,0,11,2007,10,6,197900
662,60,3,52.0,46589,2,0.0,3,4,4,3,3,12,7,7,5,5,8,7,1994,2005,3,7,3,3,4.0,528.0,4,3,4,5.0,5.0,2.0,7.0,1361,4.0,180,88,1629,5,5,1,5.0,762,0,2448,1,0,2,1,4,1,4,8,1,4.0,6.0,1994.0,3.0,3,711,3,517,76,0,0,0,0,0.0,0.0,0.0,0,7,2009,10,6,402000
663,20,3,120.0,13560,2,0.0,5,4,4,4,3,13,7,7,5,8,6,3,1968,1968,3,7,2,2,4.0,216.0,3,3,5,3.0,3.0,2.0,2.0,0,2.0,0,1392,1392,5,4,1,5.0,0,0,1392,1,0,1,0,2,1,3,3,2,4.0,6.0,1968.0,3.0,2,576,3,0,0,240,0,0,0,0.0,0.0,0.0,0,7,2009,10,6,110000
664,85,3,90.0,10012,2,0.0,5,4,4,5,3,18,7,7,5,2,4,5,1972,1972,5,7,7,7,2.0,0.0,3,3,5,5.0,4.0,4.0,5.0,920,4.0,180,38,1138,5,3,1,5.0,0,0,1181,1,0,2,0,3,1,3,8,0,0.0,2.0,1974.0,3.0,2,588,3,0,0,180,0,0,0,0.0,4.0,0.0,0,4,2008,10,6,137500
665,20,3,49.0,20896,2,0.0,3,4,4,3,3,4,5,7,5,8,8,5,2005,2006,5,7,3,3,2.0,0.0,4,3,4,6.0,4.0,3.0,7.0,1721,2.0,0,356,2077,5,5,1,5.0,0,0,2097,1,0,1,1,1,1,5,8,1,6.0,6.0,2005.0,4.0,3,1134,3,192,267,0,0,0,0,0.0,0.0,0.0,0,1,2006,7,1,423000
666,60,3,106.0,11194,2,0.0,4,4,4,4,3,17,7,7,5,5,8,5,2000,2000,5,7,3,3,4.0,40.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,1406,1406,5,5,1,5.0,482,0,1936,0,0,2,1,3,1,4,8,1,4.0,6.0,2000.0,3.0,2,504,3,188,124,0,0,0,0,0.0,0.0,0.0,0,11,2006,10,6,230500
667,60,3,0.0,18450,2,0.0,4,4,4,5,3,13,7,7,5,5,6,5,1965,1979,6,3,7,7,5.0,113.0,3,4,5,5.0,4.0,2.0,3.0,187,4.0,723,111,1021,5,3,1,5.0,915,0,2380,0,0,2,1,3,1,3,2,1,2.0,3.0,1965.0,2.0,2,596,3,0,265,0,0,0,0,0.0,0.0,0.0,0,8,2007,10,5,129000
668,20,3,65.0,8125,2,0.0,5,4,4,5,3,5,7,7,5,8,6,5,1994,1998,5,7,11,11,4.0,258.0,3,3,4,5.0,4.0,2.0,7.0,1138,2.0,0,270,1408,5,5,1,5.0,0,0,1679,1,0,2,0,3,1,4,8,1,3.0,6.0,1994.0,3.0,2,575,3,224,42,0,0,0,0,0.0,0.0,0.0,0,10,2008,10,6,193500
669,20,3,0.0,14175,2,0.0,5,3,4,4,2,6,7,7,5,8,5,6,1956,1987,5,7,12,2,2.0,0.0,3,3,5,4.0,4.0,2.0,4.0,988,2.0,0,200,1188,5,4,1,5.0,0,0,1437,1,0,1,1,3,1,3,6,1,4.0,2.0,1999.0,2.0,2,576,3,304,0,0,0,0,0,0.0,0.0,0.0,0,11,2006,10,6,168000
670,30,3,80.0,11600,2,0.0,5,4,4,5,3,19,7,7,5,8,4,5,1922,1950,5,7,9,9,2.0,0.0,3,3,6,3.0,4.0,2.0,2.0,0,2.0,0,700,700,5,5,1,5.0,0,0,1180,0,0,1,0,2,1,2,8,1,5.0,2.0,1922.0,2.0,1,252,3,0,0,67,0,0,0,0.0,0.0,0.0,0,7,2006,10,6,137500
671,60,3,64.0,8633,2,0.0,5,4,4,2,3,20,7,7,5,5,6,5,2005,2005,5,7,3,3,2.0,0.0,4,3,4,5.0,4.0,2.0,7.0,193,2.0,0,545,738,5,5,1,5.0,738,0,1476,1,0,2,1,3,1,4,8,0,0.0,6.0,2005.0,4.0,2,540,3,100,35,0,0,0,0,0.0,0.0,0.0,0,2,2009,10,6,173500
672,70,4,54.0,6629,2,0.0,5,4,4,5,3,18,9,7,5,5,6,6,1925,1950,4,7,2,2,2.0,0.0,3,4,6,4.0,4.0,2.0,5.0,551,2.0,0,121,672,5,3,2,5.0,672,0,1369,1,0,2,0,3,1,3,8,0,0.0,2.0,1930.0,2.0,1,300,3,147,0,0,0,0,0,0.0,0.0,0.0,0,7,2009,10,6,103600
673,20,3,0.0,11250,2,0.0,4,4,4,5,3,1,7,7,5,8,6,6,1977,1977,5,7,7,7,2.0,0.0,4,3,5,5.0,4.0,2.0,6.0,767,2.0,0,441,1208,5,3,1,5.0,0,0,1208,1,0,1,1,3,1,3,8,1,4.0,6.0,1977.0,3.0,2,546,3,198,42,0,0,0,0,0.0,0.0,0.0,0,6,2006,10,6,165000
674,20,3,110.0,14442,2,0.0,5,4,4,5,3,19,7,7,5,8,6,7,1957,2004,3,7,12,12,4.0,106.0,3,3,4,4.0,4.0,2.0,7.0,1186,2.0,0,291,1477,5,5,1,5.0,0,0,1839,1,0,2,0,3,1,4,8,2,4.0,6.0,1957.0,4.0,2,416,3,0,87,0,0,200,0,0.0,0.0,0.0,0,6,2007,10,6,257500
675,20,3,80.0,9200,2,0.0,5,4,4,5,3,13,7,7,5,8,6,6,1965,1965,5,7,11,11,2.0,0.0,3,3,5,4.0,4.0,2.0,4.0,892,2.0,0,244,1136,5,3,1,5.0,0,0,1136,1,0,1,0,3,1,3,8,1,5.0,6.0,1965.0,3.0,1,384,3,426,0,0,0,0,0,0.0,0.0,0.0,0,7,2008,10,6,140000
676,160,3,24.0,2289,2,0.0,5,4,4,5,3,11,7,7,1,5,6,6,1978,1978,5,7,7,15,2.0,0.0,3,3,5,4.0,4.0,2.0,6.0,311,2.0,0,544,855,5,3,1,5.0,586,0,1441,0,0,2,1,3,1,3,8,1,4.0,6.0,1978.0,2.0,2,440,3,28,0,0,0,0,0,0.0,0.0,0.0,0,4,2009,10,6,148500
677,70,1,60.0,9600,2,3.0,5,4,4,5,3,8,7,7,5,5,4,2,1900,1950,5,7,17,4,2.0,0.0,3,3,6,4.0,3.0,2.0,2.0,0,2.0,0,1095,1095,4,2,2,5.0,679,0,1774,1,0,2,0,4,2,3,6,0,0.0,7.0,1920.0,2.0,3,779,1,0,0,90,0,0,0,0.0,0.0,0.0,0,5,2006,10,6,87000
678,30,3,52.0,9022,2,0.0,5,4,4,5,3,8,7,7,5,8,5,8,1924,2006,5,7,3,3,2.0,0.0,4,3,6,4.0,4.0,2.0,2.0,0,2.0,0,768,768,5,5,1,5.0,0,0,792,0,0,1,0,2,1,4,8,0,0.0,2.0,1924.0,2.0,1,240,1,316,0,120,0,0,0,0.0,0.0,0.0,0,5,2009,10,6,109500
679,20,3,80.0,11844,2,0.0,4,4,4,5,3,3,7,7,5,8,8,5,2008,2008,3,7,3,3,1.0,464.0,4,3,4,6.0,4.0,3.0,2.0,0,2.0,0,2046,2046,5,5,1,5.0,0,0,2046,0,0,2,1,3,1,4,8,1,5.0,6.0,2008.0,4.0,3,834,3,322,82,0,0,0,0,0.0,0.0,0.0,0,7,2009,7,1,372500
680,20,3,0.0,9945,2,0.0,4,4,4,5,3,6,7,7,5,8,5,5,1961,1961,3,7,2,2,4.0,57.0,3,3,5,4.0,4.0,2.0,4.0,827,2.0,0,161,988,5,3,1,5.0,0,0,988,1,0,1,0,3,1,3,8,0,0.0,2.0,1963.0,2.0,2,572,3,0,0,0,0,0,0,0.0,0.0,0.0,0,10,2007,10,6,128500
681,120,3,50.0,8012,2,0.0,5,4,4,5,3,5,7,7,2,8,6,5,1980,1980,5,7,7,7,2.0,0.0,3,3,5,5.0,4.0,2.0,5.0,543,5.0,119,261,923,5,3,1,5.0,0,0,923,0,0,2,0,2,1,3,8,1,4.0,6.0,1980.0,3.0,1,264,3,80,0,0,0,0,0,0.0,0.0,0.0,0,5,2010,10,6,143000
682,50,4,55.0,4500,2,2.0,3,3,4,5,3,7,7,7,5,7,5,5,1932,2000,5,7,3,4,2.0,0.0,3,3,6,4.0,4.0,2.0,4.0,182,2.0,0,611,793,5,5,1,5.0,672,0,1520,0,0,1,0,3,1,3,8,0,0.0,2.0,1968.0,2.0,1,281,3,0,0,56,0,0,0,0.0,0.0,0.0,0,7,2009,10,5,159434
683,120,3,0.0,2887,2,0.0,5,2,4,5,3,21,7,7,5,8,6,5,1996,1997,5,7,2,2,2.0,0.0,3,3,4,5.0,4.0,3.0,7.0,1003,2.0,0,288,1291,5,5,1,5.0,0,0,1291,1,0,1,0,2,1,4,8,1,5.0,6.0,1996.0,2.0,2,431,3,307,0,0,0,0,0,0.0,0.0,0.0,0,11,2008,10,6,173000
684,20,3,90.0,11248,2,0.0,4,4,4,4,3,20,7,7,5,8,9,5,2002,2002,3,7,3,3,1.0,215.0,4,3,4,5.0,4.0,4.0,7.0,1059,2.0,0,567,1626,5,5,1,5.0,0,0,1668,1,0,2,0,3,1,4,8,1,4.0,6.0,2002.0,4.0,3,702,3,257,45,0,0,0,0,0.0,0.0,0.0,0,7,2007,10,6,285000
685,60,3,58.0,16770,2,0.0,3,4,4,3,3,12,7,7,5,5,7,5,1998,1998,5,7,3,3,4.0,30.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,1195,1195,5,4,1,5.0,644,0,1839,0,0,2,1,4,1,3,8,0,0.0,6.0,1998.0,4.0,2,486,3,0,81,0,0,0,0,0.0,0.0,0.0,0,6,2010,10,6,221000
686,160,3,0.0,5062,2,0.0,4,4,4,3,3,3,7,7,2,5,7,5,1984,1984,5,7,11,11,2.0,0.0,4,3,5,5.0,4.0,3.0,7.0,828,3.0,182,180,1190,5,4,1,5.0,900,0,2090,1,0,2,0,3,1,4,7,1,4.0,6.0,1984.0,4.0,2,577,3,219,0,0,0,0,0,0.0,0.0,0.0,0,9,2007,10,6,207500
687,60,6,84.0,10207,2,0.0,5,4,4,5,3,4,7,7,5,5,7,6,2007,2007,5,7,3,3,2.0,0.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,874,874,5,5,1,5.0,887,0,1761,0,0,3,0,3,1,4,8,0,0.0,6.0,2007.0,4.0,2,578,3,144,105,0,0,0,0,0.0,0.0,0.0,0,8,2007,7,1,227875
688,160,6,0.0,5105,2,0.0,3,4,4,2,3,4,7,7,2,5,7,5,2004,2004,5,7,9,9,2.0,0.0,4,3,4,5.0,4.0,2.0,7.0,239,2.0,0,312,551,5,5,1,5.0,551,0,1102,0,0,2,1,2,1,4,8,0,0.0,2.0,2004.0,2.0,2,480,3,0,60,0,0,0,0,0.0,0.0,0.0,0,3,2007,10,6,148800
689,20,3,60.0,8089,2,0.0,5,2,4,5,3,3,7,7,5,8,8,6,2007,2007,5,7,9,9,4.0,0.0,4,3,4,5.0,4.0,4.0,7.0,945,2.0,0,474,1419,5,5,1,5.0,0,0,1419,1,0,2,0,2,1,4,8,1,5.0,6.0,2007.0,3.0,2,567,3,140,0,0,0,0,0,0.0,0.0,0.0,0,10,2007,7,1,392000
690,120,3,61.0,7577,2,0.0,4,4,4,4,3,10,7,7,2,8,6,5,2005,2006,5,7,3,3,1.0,256.0,4,3,4,5.0,4.0,4.0,6.0,20,2.0,0,1342,1362,5,5,1,5.0,0,0,1362,0,0,2,0,2,1,4,8,1,5.0,6.0,2005.0,3.0,2,460,3,192,28,0,0,0,0,0.0,0.0,0.0,0,6,2007,10,6,194700
691,120,1,0.0,4426,2,0.0,5,4,4,5,3,20,7,7,2,8,6,5,2004,2004,5,7,3,3,4.0,147.0,4,3,4,5.0,4.0,5.0,7.0,697,2.0,0,151,848,5,5,1,5.0,0,0,848,1,0,1,0,1,1,4,8,1,4.0,6.0,2004.0,3.0,2,420,3,149,0,0,0,0,0,0.0,0.0,0.0,0,5,2008,10,6,141000
692,60,3,104.0,21535,2,0.0,4,4,4,4,3,12,7,7,5,5,10,6,1994,1995,5,1,11,11,4.0,1170.0,5,3,4,6.0,4.0,5.0,7.0,1455,2.0,0,989,2444,5,5,1,5.0,1872,0,4316,0,1,3,1,4,1,5,8,2,6.0,6.0,1994.0,4.0,3,832,3,382,50,0,0,0,0,0.0,0.0,0.0,0,1,2007,10,6,755000
693,60,3,42.0,26178,2,0.0,4,4,4,5,2,2,7,7,5,5,7,5,1989,1990,3,7,9,9,4.0,293.0,4,3,4,5.0,4.0,5.0,7.0,965,2.0,0,245,1210,5,5,1,5.0,1281,0,2519,1,0,2,1,4,1,4,8,2,5.0,6.0,1989.0,3.0,2,628,3,320,27,0,0,0,0,0.0,0.0,0.0,0,4,2006,10,6,335000
694,30,3,60.0,5400,2,0.0,5,4,4,4,1,8,7,7,5,8,5,6,1921,1968,5,7,9,9,2.0,0.0,3,3,6,4.0,4.0,2.0,2.0,0,2.0,0,1073,1073,5,5,1,5.0,0,0,1073,0,0,1,0,2,1,3,8,0,0.0,2.0,1968.0,2.0,1,326,3,0,0,112,0,0,0,0.0,0.0,0.0,0,12,2006,10,5,108480
