,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
740,741,70,1,60.0,9600,2,3.0,5,4,4,5,3,8,7,7,5,5,5,7,1910,2002,5,7,2,Wd Shng,2.0,0.0,3,4,6,3.0,3.0,2.0,2.0,0,2.0,0,264,264,5,5,1,5.0,768,664,0,1432,0,0,2,0,2,1,3,7,8,0,,2.0,1910.0,2.0,2,360,4.0,5.0,3,270,0,112,0,0,0,,5.0,,0,5,2007,10,5,132000
741,742,20,3,65.0,6768,2,,4,4,4,5,3,6,8,7,5,8,6,8,1961,1996,3,7,11,11,2.0,0.0,3,4,5,4.0,4.0,3.0,7.0,832,2.0,0,80,912,5,4,1,5.0,912,0,0,912,1,1,1,0,3,1,4,5,8,0,,2.0,1962.0,2.0,1,288,4.0,4.0,3,168,0,0,0,0,0,,5.0,,0,5,2008,10,6,142000
742,743,20,3,65.0,8450,2,,5,4,4,5,3,5,7,7,5,8,7,5,2000,2001,5,7,3,3,4.0,108.0,3,3,4,5.0,4.0,2.0,2.0,0,2.0,0,1349,1349,5,5,1,5.0,1349,0,0,1349,0,0,2,0,3,1,3,6,8,0,,6.0,2000.0,2.0,2,539,4.0,4.0,3,120,55,0,0,0,0,,5.0,,0,12,2007,10,6,179000
743,744,80,3,70.0,12886,2,,4,4,4,5,3,6,7,7,5,1,5,6,1963,1999,5,7,11,11,2.0,0.0,3,3,5,5.0,4.0,4.0,6.0,444,2.0,0,76,520,5,5,1,5.0,1464,0,0,1464,0,1,2,0,3,1,3,6,6,1,4.0,6.0,1997.0,3.0,2,480,4.0,4.0,3,302,0,0,0,100,0,,,,0,10,2009,10,6,175000
744,745,120,3,41.0,5395,2,,4,2,4,5,3,3,7,7,2,8,8,5,1993,1993,5,7,11,11,2.0,0.0,4,3,4,5.0,4.0,2.0,7.0,733,2.0,0,604,1337,5,4,1,5.0,1337,0,0,1337,1,0,2,0,2,1,4,5,8,1,4.0,6.0,1993.0,3.0,2,462,4.0,4.0,3,96,0,70,168,0,0,,,,0,10,2008,10,6,180000
745,746,60,3,,8963,2,,4,4,4,5,3,9,7,7,5,5,8,9,1976,1996,3,7,3,3,4.0,289.0,5,4,5,4.0,5.0,2.0,7.0,575,6.0,80,487,1142,5,5,1,5.0,1175,1540,0,2715,0,1,3,1,4,1,4,11,8,2,4.0,4.0,1994.0,4.0,2,831,4.0,4.0,3,0,204,0,0,0,0,,,,0,7,2008,10,6,299800
746,747,60,3,,8795,2,,4,4,4,5,3,17,7,7,5,5,7,5,2000,2000,5,7,3,3,2.0,0.0,4,3,4,5.0,4.0,2.0,7.0,300,2.0,0,652,952,5,5,1,5.0,980,1276,0,2256,0,0,2,1,4,1,4,8,8,1,4.0,4.0,2000.0,4.0,2,554,4.0,4.0,3,224,54,0,0,0,0,,,,0,4,2009,10,6,236000
747,748,70,1,65.0,11700,2,2.0,4,4,4,4,3,8,7,7,5,5,7,7,1880,2003,2,7,4,4,2.0,0.0,4,3,2,4.0,3.0,2.0,2.0,0,2.0,0,1240,1240,4,3,2,5.0,1320,1320,0,2640,0,0,1,1,4,1,4,8,8,1,5.0,2.0,1950.0,2.0,4,864,4.0,4.0,1,181,0,386,0,0,0,,,,0,5,2009,10,6,265979
748,749,20,3,59.0,10593,2,,4,4,4,5,3,12,7,7,5,8,7,5,1996,1996,3,7,3,3,4.0,338.0,4,3,4,5.0,4.0,2.0,7.0,919,2.0,0,801,1720,5,5,1,5.0,1720,0,0,1720,1,0,2,0,3,1,4,7,8,1,4.0,6.0,1996.0,4.0,2,527,4.0,4.0,3,240,56,154,0,0,0,,,,0,3,2010,10,6,260400
749,750,50,3,50.0,8405,2,,5,4,4,5,3,18,7,7,5,7,4,3,1945,1950,5,7,1,Wd Shng,2.0,0.0,3,3,3,,,,,0,,0,0,0,1,3,2,3.0,1088,441,0,1529,0,0,2,0,4,1,3,9,5,0,,2.0,1945.0,2.0,1,240,4.0,4.0,1,92,0,185,0,0,0,,,,0,4,2009,10,6,98000
750,751,50,1,55.0,8800,2,3.0,5,4,4,4,3,8,7,7,5,7,4,7,1910,2004,5,7,2,2,2.0,0.0,3,3,6,4.0,3.0,2.0,2.0,0,2.0,0,576,576,5,4,1,5.0,792,348,0,1140,0,0,1,0,3,1,3,7,6,0,,,,,0,0,,,1,0,160,0,0,0,0,,,,0,6,2010,10,6,96500
751,752,60,3,,7750,2,,5,4,4,5,3,17,5,7,5,5,7,5,2003,2003,5,7,3,3,2.0,0.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,660,660,5,5,1,5.0,660,660,0,1320,0,0,2,1,3,1,4,6,8,0,,6.0,2003.0,4.0,2,400,4.0,4.0,3,0,48,0,0,0,0,,,,0,8,2007,10,6,162000
752,753,20,3,79.0,9236,2,,4,4,4,5,3,20,7,7,5,8,6,5,1997,1997,5,7,3,3,2.0,0.0,3,4,4,5.0,4.0,5.0,7.0,1200,2.0,0,279,1479,5,5,1,5.0,1494,0,0,1494,1,0,2,0,3,1,4,6,8,0,,6.0,1997.0,3.0,2,576,4.0,4.0,3,168,27,0,0,0,0,,,,0,7,2006,10,6,217000
753,754,60,3,80.0,10240,2,,5,4,4,5,3,10,7,7,5,5,8,5,2005,2005,5,7,3,3,4.0,178.0,4,3,4,5.0,4.0,3.0,2.0,0,2.0,0,1030,1030,5,4,1,5.0,1038,1060,0,2098,0,0,2,1,3,1,5,8,8,1,5.0,6.0,2005.0,3.0,3,878,4.0,4.0,3,192,52,0,0,0,0,,,,0,3,2006,10,6,275500
754,755,20,3,61.0,7930,2,,5,4,4,5,3,NAmes,7,7,5,8,6,8,1969,2005,5,7,7,7,2.0,0.0,3,3,5,4.0,4.0,2.0,7.0,439,3.0,472,115,1026,5,4,1,5.0,1026,0,0,1026,1,0,1,0,3,1,4,5,8,0,,2.0,1969.0,3.0,2,440,4.0,4.0,3,171,48,0,0,0,0,,,,0,7,2009,10,6,156000
755,756,160,6,34.0,3230,2,2.0,5,4,4,5,3,4,7,7,2,5,6,5,1999,1999,5,7,9,9,4.0,894.0,3,3,4,5.0,4.0,2.0,7.0,381,2.0,0,348,729,5,4,1,5.0,742,729,0,1471,0,0,2,1,3,1,3,6,8,0,,2.0,1999.0,2.0,2,440,4.0,4.0,3,0,24,0,0,0,0,,,,0,3,2009,10,6,172500
756,757,60,3,68.0,10769,2,,4,4,4,5,3,20,7,7,5,5,8,5,2007,2007,5,7,3,3,2.0,0.0,4,3,4,5.0,4.0,4.0,7.0,20,2.0,0,846,866,5,5,1,5.0,866,902,0,1768,0,0,2,1,3,1,4,7,8,0,,6.0,2007.0,3.0,2,578,4.0,4.0,3,144,105,0,0,0,0,,,,0,4,2009,10,6,212000
757,758,60,3,,11616,2,,4,4,4,3,3,6,7,7,5,5,6,5,1978,1978,3,7,11,11,5.0,328.0,3,3,5,4.0,4.0,3.0,4.0,438,2.0,0,234,672,5,3,1,5.0,672,714,0,1386,0,0,2,1,3,1,3,6,8,1,4.0,6.0,1978.0,4.0,2,440,4.0,4.0,3,335,0,0,0,0,0,,5.0,,0,4,2010,10,5,158900
758,759,160,6,24.0,2280,2,2.0,5,4,4,5,3,4,7,7,Twnhs,5,7,5,1999,1999,5,7,9,9,4.0,360.0,3,3,4,5.0,4.0,2.0,6.0,549,2.0,0,195,744,5,4,1,5.0,757,744,0,1501,0,0,2,1,3,1,3,6,8,0,,2.0,1999.0,2.0,2,440,4.0,4.0,3,0,0,0,0,0,0,,,,0,8,2008,10,6,179400
759,760,60,3,65.0,12257,2,,4,4,4,5,3,12,7,7,5,5,8,5,1995,1995,5,7,3,3,4.0,513.0,4,3,4,5.0,4.0,4.0,3.0,56,6.0,64,1198,1318,5,5,1,5.0,1328,1203,0,2531,0,0,2,1,4,1,4,9,8,1,4.0,6.0,1995.0,3.0,3,752,4.0,4.0,3,222,98,0,0,0,0,,,,0,11,2007,10,6,290000
760,761,20,3,70.0,9100,2,,5,4,4,5,3,NAmes,7,7,5,8,6,6,1959,1959,3,7,2,2,2.0,0.0,3,3,5,4.0,4.0,2.0,4.0,612,2.0,0,252,864,5,5,1,5.0,864,0,0,864,0,0,1,0,2,1,3,5,8,0,,2.0,2008.0,2.0,1,300,6.0,6.0,3,0,0,0,0,0,0,,,3.0,450,10,2009,10,6,127500
761,762,30,1,60.0,6911,2,,5,4,4,2,3,22,8,7,5,8,5,5,1924,1950,5,7,2,2,2.0,0.0,3,3,4,4.0,4.0,3.0,3.0,405,2.0,0,740,1145,5,3,1,5.0,1301,0,0,1301,0,0,1,0,2,1,2,5,7,0,,2.0,1965.0,2.0,2,440,4.0,4.0,3,0,0,0,0,0,0,,,,0,10,2009,10,6,100000
762,763,60,6,72.0,8640,2,,5,4,4,5,3,4,7,7,5,5,7,5,2009,2009,5,7,3,3,2.0,0.0,3,3,4,5.0,4.0,3.0,7.0,24,2.0,0,732,756,5,5,1,5.0,764,783,0,1547,0,0,2,1,3,1,4,7,8,0,,6.0,2009.0,2.0,2,614,4.0,4.0,3,169,45,0,0,0,0,,,,0,6,2010,5,6,215200
763,764,60,3,82.0,9430,2,,5,4,4,5,3,12,7,7,5,5,8,5,1999,1999,5,7,3,3,4.0,673.0,4,3,4,5.0,4.0,3.0,7.0,1163,2.0,0,89,1252,5,5,1,5.0,1268,1097,0,2365,1,0,2,1,3,1,4,8,8,1,5.0,6.0,1999.0,3.0,3,856,4.0,4.0,3,0,128,0,0,180,0,,,,0,7,2009,10,6,337000
764,765,120,3,30.0,9549,2,,4,4,4,3,3,1,7,7,2,8,8,5,1995,1996,3,7,14,14,2.0,0.0,4,4,4,5.0,5.0,4.0,3.0,437,7.0,1057,0,1494,5,5,1,5.0,1494,0,0,1494,1,0,1,1,2,1,5,6,8,1,5.0,6.0,1995.0,4.0,2,481,4.0,4.0,3,0,30,0,0,216,0,,,,0,4,2006,10,6,270000
765,766,20,3,75.0,14587,2,,4,4,4,5,3,4,7,7,5,8,9,5,2008,2008,5,7,3,3,1.0,284.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,1498,1498,5,5,1,5.0,1506,0,0,1506,0,0,2,0,2,1,5,6,8,1,5.0,6.0,2008.0,4.0,2,592,4.0,4.0,3,0,174,0,0,0,0,,,,0,8,2008,7,1,264132
766,767,60,3,80.0,10421,2,,5,4,4,5,3,9,7,7,5,5,7,5,1988,1988,5,7,11,11,4.0,42.0,3,3,5,5.0,4.0,2.0,7.0,394,2.0,0,586,980,5,3,1,5.0,980,734,0,1714,0,0,2,1,3,1,3,7,8,1,4.0,6.0,1988.0,2.0,2,496,4.0,4.0,3,228,66,156,0,0,0,,4.0,3.0,500,3,2010,10,6,196500
767,768,50,3,75.0,12508,2,,4,4,4,5,3,14,7,7,5,7,6,7,1940,1985,5,7,3,3,2.0,0.0,3,3,5,5.0,4.0,3.0,6.0,660,2.0,0,323,983,5,5,1,5.0,983,767,0,1750,1,0,2,0,4,1,3,7,5,0,,6.0,1989.0,2.0,1,423,4.0,4.0,3,245,0,156,0,0,0,,,3.0,1300,7,2008,10,6,160000
768,769,20,3,70.0,9100,2,,5,4,4,5,3,20,7,7,5,8,7,5,2004,2005,3,7,3,3,2.0,0.0,4,3,4,5.0,4.0,2.0,7.0,24,2.0,0,1836,1860,5,5,1,5.0,1836,0,0,1836,0,0,2,0,3,1,4,8,8,1,5.0,6.0,2004.0,4.0,2,484,4.0,4.0,3,120,33,0,0,0,0,,,,0,10,2006,10,6,216837
769,770,60,3,47.0,53504,2,,3,2,4,3,2,3,7,7,5,5,8,5,2003,2003,3,7,12,Wd Shng,4.0,603.0,5,3,4,5.0,4.0,5.0,6.0,1416,2.0,0,234,1650,5,5,1,5.0,1690,1589,0,3279,1,0,3,1,4,1,5,12,5,1,5.0,4.0,2003.0,4.0,3,841,4.0,4.0,3,503,36,0,0,210,0,,,,0,6,2010,10,6,538000
770,771,85,3,,7252,2,,4,4,4,3,3,6,7,7,5,2,5,5,1982,1982,3,7,2,2,2.0,0.0,3,3,5,5.0,4.0,4.0,7.0,685,2.0,0,173,858,5,3,1,5.0,858,0,0,858,1,0,1,0,2,1,3,5,8,0,,2.0,1983.0,2.0,2,576,4.0,4.0,3,120,0,0,0,0,0,,,,0,4,2009,10,6,134900
771,772,20,3,67.0,8877,2,,5,4,4,5,3,18,7,7,5,8,4,5,1951,1951,5,7,2,2,2.0,0.0,3,3,5,3.0,3.0,2.0,3.0,836,2.0,0,0,836,5,3,1,3.0,1220,0,0,1220,0,0,1,0,2,1,3,6,8,0,,2.0,1951.0,2.0,2,396,4.0,4.0,3,0,0,0,0,0,0,,,,0,4,2006,6,6,102000
772,773,80,3,94.0,7819,2,,5,4,4,5,3,18,7,7,5,1,6,5,1976,1976,5,7,7,7,2.0,0.0,3,3,5,4.0,4.0,4.0,6.0,422,5.0,127,480,1029,5,3,1,5.0,1117,0,0,1117,1,0,1,0,3,1,3,6,8,1,4.0,2.0,1976.0,2.0,2,672,4.0,4.0,3,144,0,0,0,0,0,,4.0,,0,3,2010,10,5,107000
773,774,20,3,70.0,10150,2,,5,4,4,5,3,NAmes,8,7,5,8,5,5,1958,1958,5,7,2,2,2.0,1.0,3,3,5,4.0,4.0,2.0,4.0,456,2.0,0,456,912,5,5,1,4.0,912,0,0,912,0,0,1,0,2,1,3,5,8,0,,6.0,1958.0,3.0,1,275,4.0,4.0,3,0,0,0,0,0,0,,,,0,7,2007,6,6,114500
774,775,20,3,110.0,14226,2,,5,4,4,4,3,10,7,7,5,8,8,5,2006,2006,3,7,3,3,4.0,375.0,4,3,4,5.0,4.0,4.0,2.0,0,2.0,0,1935,1935,5,4,1,5.0,1973,0,0,1973,0,0,2,0,3,1,4,9,8,1,5.0,6.0,2006.0,4.0,3,895,4.0,4.0,3,315,45,0,0,0,0,,,,0,7,2007,7,1,395000
775,776,120,1,32.0,4500,2,,5,4,4,2,3,14,7,7,2,8,6,5,1998,1998,3,7,3,3,4.0,320.0,3,3,4,6.0,4.0,2.0,7.0,866,2.0,0,338,1204,5,5,1,5.0,1204,0,0,1204,1,0,2,0,2,1,3,5,8,0,,6.0,1998.0,4.0,2,412,4.0,4.0,3,0,247,0,0,0,0,,,,0,6,2009,10,6,162000
776,777,20,3,86.0,11210,2,,4,4,4,5,3,20,7,7,5,8,7,5,2005,2006,5,7,3,3,4.0,240.0,4,3,4,5.0,4.0,4.0,7.0,20,2.0,0,1594,1614,5,5,1,5.0,1614,0,0,1614,0,0,2,0,3,1,4,7,8,0,,6.0,2005.0,3.0,3,865,4.0,4.0,3,144,59,0,0,0,0,,,,0,7,2006,7,1,221500
777,778,20,3,100.0,13350,2,,4,4,4,5,3,6,7,7,5,8,5,5,1974,1974,3,7,11,7,2.0,0.0,3,3,5,4.0,4.0,2.0,6.0,762,2.0,0,102,864,5,3,1,5.0,894,0,0,894,1,0,1,0,3,1,3,5,8,1,3.0,6.0,1974.0,2.0,2,440,4.0,4.0,3,241,0,0,0,0,0,,4.0,,0,6,2006,10,6,142500
778,779,90,4,60.0,8400,2,,5,4,4,5,3,5,8,7,Duplex,8,5,5,1977,1977,5,7,7,7,4.0,320.0,3,3,3,,,,,0,,0,0,0,5,3,1,5.0,2020,0,0,2020,0,0,2,0,4,2,3,10,8,2,4.0,2.0,1977.0,2.0,2,630,4.0,4.0,3,0,0,0,0,0,0,,,,0,10,2007,10,6,144000
779,780,90,3,78.0,10530,2,,5,4,4,5,3,14,7,7,Duplex,2,6,5,1977,1977,5,7,7,10,4.0,90.0,3,3,5,5.0,4.0,5.0,7.0,975,2.0,0,0,975,5,3,1,5.0,1004,0,0,1004,1,0,1,0,2,1,3,4,8,0,,6.0,1977.0,2.0,2,504,4.0,4.0,3,0,0,0,0,0,0,,,,0,5,2006,10,6,135000
780,781,20,3,63.0,7875,2,,5,4,4,5,3,17,7,7,5,8,7,5,1995,1996,5,7,11,11,4.0,38.0,3,3,4,5.0,5.0,2.0,2.0,0,2.0,0,1237,1237,5,4,1,5.0,1253,0,0,1253,0,0,2,0,3,1,3,6,8,1,4.0,6.0,1995.0,4.0,2,402,4.0,4.0,3,220,21,0,0,0,0,,,,0,6,2007,10,6,176000
781,782,60,3,65.0,7153,2,,5,4,4,5,3,5,7,7,5,5,6,5,1992,1992,5,7,3,3,2.0,0.0,4,4,4,5.0,4.0,2.0,6.0,387,2.0,0,374,761,5,5,1,5.0,810,793,0,1603,0,0,2,1,3,1,4,7,8,0,,6.0,1992.0,3.0,2,484,4.0,4.0,3,0,124,0,0,0,0,,,,0,7,2006,10,6,175900
782,783,20,3,67.0,16285,2,,3,4,4,5,3,20,7,7,5,8,7,5,2001,2002,5,7,3,3,2.0,0.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,1413,1413,5,5,1,5.0,1430,0,0,1430,0,0,2,0,3,1,4,6,8,0,,6.0,2001.0,3.0,2,605,4.0,4.0,3,0,33,0,0,0,0,,,,0,6,2009,10,6,187100
783,784,85,3,,9101,2,,4,4,4,4,3,14,7,7,5,2,5,6,1978,1978,5,7,7,7,4.0,104.0,3,4,4,5.0,4.0,4.0,7.0,1097,2.0,0,0,1097,5,5,1,5.0,1110,0,0,1110,1,0,1,0,1,1,4,4,8,1,4.0,6.0,1978.0,4.0,2,602,4.0,4.0,3,303,30,0,0,0,0,,,,0,7,2009,10,6,165500
784,785,75,1,35.0,6300,2,3.0,5,4,4,5,3,8,7,7,5,3,6,6,1914,2001,5,7,2,Wd Shng,2.0,0.0,3,3,5,4.0,4.0,2.0,2.0,0,2.0,0,742,742,5,5,1,5.0,742,742,0,1484,0,0,2,0,3,1,3,9,8,1,5.0,,,,0,0,,,3,0,291,134,0,0,0,,,,0,6,2008,10,6,128000
785,786,20,3,,9790,2,,5,4,4,5,3,9,8,7,5,8,6,5,1967,1967,5,7,14,2,2.0,0.0,3,3,5,4.0,4.0,2.0,4.0,251,3.0,630,491,1372,5,3,1,5.0,1342,0,0,1342,0,0,2,0,3,1,3,7,8,1,5.0,6.0,1967.0,2.0,2,457,4.0,4.0,3,0,0,0,0,197,0,,,,0,9,2009,10,6,161500
786,787,50,1,60.0,10800,2,,5,4,4,5,3,8,9,7,5,7,5,6,1915,1950,5,7,9,9,2.0,0.0,3,4,4,3.0,4.0,2.0,3.0,686,2.0,0,0,686,5,3,1,5.0,966,686,0,1652,1,0,2,0,4,1,3,7,8,0,,2.0,1961.0,2.0,1,416,4.0,4.0,3,0,0,196,0,0,0,,,3.0,1200,6,2010,10,6,139000
787,788,60,3,76.0,10142,2,,4,4,4,5,3,5,7,7,5,5,7,5,2004,2004,5,7,3,3,2.0,0.0,4,3,4,5.0,4.0,2.0,7.0,656,2.0,0,300,956,5,5,1,5.0,956,1128,0,2084,1,0,2,1,4,1,4,8,8,0,,4.0,2004.0,3.0,2,618,4.0,4.0,3,0,45,0,0,0,0,,,,0,1,2010,10,6,233000
788,789,20,1,50.0,6000,2,,5,4,4,4,3,8,7,7,5,8,4,7,1954,2000,5,7,9,9,2.0,0.0,3,3,5,4.0,4.0,2.0,2.0,0,2.0,0,901,901,5,5,1,5.0,901,0,0,901,0,0,1,0,2,1,3,4,8,0,,2.0,1954.0,2.0,1,281,3.0,4.0,3,0,0,0,0,0,0,,,,0,8,2008,10,6,107900
789,790,60,3,,12205,2,,4,1,4,5,3,21,7,7,5,5,6,8,1966,2007,5,7,11,11,4.0,157.0,3,3,5,4.0,3.0,5.0,3.0,568,2.0,0,264,832,5,4,1,5.0,976,1111,0,2087,0,0,2,1,5,1,4,9,8,0,,6.0,1966.0,4.0,2,444,4.0,4.0,3,133,168,0,0,0,0,,,,0,7,2007,10,6,187500
790,791,120,3,43.0,3182,2,,5,4,4,5,3,25,7,7,2,8,7,5,2005,2006,5,7,3,3,4.0,11.0,4,3,4,5.0,4.0,2.0,7.0,16,2.0,0,1129,1145,5,5,1,5.0,1145,0,0,1145,0,0,2,0,2,1,4,5,8,1,5.0,6.0,2005.0,4.0,2,397,4.0,4.0,3,100,16,0,0,0,0,,,,0,9,2009,10,6,160200
791,792,80,3,,11333,2,,4,4,4,4,3,14,7,7,5,1,6,5,1976,1976,5,7,11,11,2.0,0.0,3,3,4,5.0,4.0,4.0,6.0,539,2.0,0,490,1029,5,3,1,5.0,1062,0,0,1062,1,0,1,0,3,1,3,5,8,2,4.0,6.0,1976.0,3.0,2,539,4.0,4.0,3,120,0,0,0,0,0,,,,0,5,2007,10,6,146800
792,793,60,3,92.0,9920,2,,4,4,4,3,3,12,7,7,5,5,7,5,1996,1997,5,7,9,9,2.0,0.0,4,3,4,5.0,4.0,4.0,7.0,862,2.0,0,255,1117,5,5,1,5.0,1127,886,0,2013,1,0,2,1,3,1,3,8,8,1,4.0,6.0,1997.0,2.0,2,455,4.0,4.0,3,180,130,0,0,0,0,,,,0,6,2007,10,6,269790
793,794,20,3,76.0,9158,2,,5,4,4,5,3,4,7,7,5,8,8,5,2007,2007,5,7,12,CmentBd,1.0,140.0,4,3,4,5.0,4.0,4.0,2.0,0,2.0,0,1496,1496,5,5,1,5.0,1496,0,0,1496,0,0,2,0,3,1,4,7,8,0,,6.0,2007.0,4.0,2,474,4.0,4.0,3,168,130,0,0,0,0,,,,0,6,2007,7,1,225000
794,795,60,3,,10832,2,,4,4,4,4,3,17,7,7,5,5,7,5,1994,1996,5,7,9,9,2.0,0.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,712,712,5,5,1,5.0,1086,809,0,1895,0,0,2,1,3,1,4,7,8,1,4.0,6.0,1994.0,4.0,2,409,4.0,4.0,3,143,46,0,0,0,0,,,3.0,500,10,2008,10,6,194500
795,796,60,3,70.0,8400,2,,5,4,4,5,3,5,7,7,5,5,6,6,1980,1981,5,7,11,11,4.0,130.0,3,3,5,5.0,4.0,2.0,2.0,0,2.0,0,650,650,5,3,1,5.0,888,676,0,1564,0,0,2,1,3,1,3,7,8,1,4.0,6.0,1980.0,2.0,2,476,4.0,4.0,3,0,50,0,0,204,0,,4.0,,0,4,2010,10,6,171000
796,797,20,3,71.0,8197,2,,5,4,4,5,3,6,7,7,5,8,6,5,1977,1977,5,7,7,7,4.0,148.0,3,3,5,4.0,4.0,2.0,2.0,0,2.0,0,660,660,5,5,1,5.0,1285,0,0,1285,0,0,1,1,3,1,3,7,8,1,4.0,6.0,1977.0,3.0,2,528,4.0,4.0,3,138,0,0,0,0,0,,4.0,,0,4,2007,10,6,143500
797,798,20,3,57.0,7677,2,,5,4,4,5,3,NAmes,7,7,5,8,5,5,1953,1953,5,7,3,3,2.0,0.0,3,3,5,4.0,4.0,2.0,5.0,570,2.0,0,203,773,5,4,1,5.0,773,0,0,773,0,0,1,0,2,1,3,4,8,0,,6.0,1953.0,2.0,1,240,4.0,4.0,3,0,0,0,0,0,0,,,,0,4,2008,10,5,110000
798,799,60,3,104.0,13518,2,,5,4,4,5,3,10,7,7,5,5,9,5,2008,2009,3,7,3,3,1.0,860.0,5,3,4,6.0,4.0,2.0,2.0,0,2.0,0,1926,1926,5,5,1,5.0,1966,1174,0,3140,0,0,3,1,4,1,5,11,8,2,5.0,4.0,2009.0,4.0,3,820,4.0,4.0,3,144,78,0,0,0,0,,,,0,7,2009,7,1,485000
799,800,50,3,60.0,7200,2,,5,4,4,4,3,7,8,7,5,7,5,7,1937,1950,5,7,2,2,4.0,252.0,3,3,6,5.0,4.0,2.0,6.0,569,2.0,0,162,731,5,5,1,5.0,981,787,0,1768,1,0,1,1,3,1,4,7,8,2,4.0,2.0,1939.0,2.0,1,240,4.0,4.0,3,0,0,264,0,0,0,,4.0,,0,6,2007,10,6,175000
800,801,60,3,79.0,12798,2,,4,2,4,5,2,21,8,7,5,5,6,5,1997,1997,5,7,3,3,2.0,0.0,3,3,4,5.0,4.0,5.0,7.0,462,2.0,0,154,616,5,4,1,5.0,616,1072,0,1688,1,0,2,1,4,1,4,8,8,0,,6.0,1997.0,3.0,2,603,4.0,4.0,3,403,114,185,0,0,0,,,3.0,400,5,2008,10,6,200000
801,802,30,1,40.0,4800,2,,5,4,4,5,3,16,7,7,5,8,4,7,1916,1990,5,7,9,9,2.0,0.0,3,3,5,4.0,4.0,2.0,3.0,197,2.0,0,999,1196,5,5,1,4.0,1196,0,0,1196,1,0,1,0,2,1,3,5,8,0,,2.0,1957.0,2.0,2,440,4.0,4.0,3,0,0,0,0,0,0,,,,0,7,2007,10,6,109900
802,803,60,3,63.0,8199,2,,5,4,4,5,3,20,7,7,5,5,7,5,2005,2005,5,7,1,Wd Shng,2.0,0.0,4,3,4,5.0,4.0,4.0,7.0,648,2.0,0,80,728,5,5,1,5.0,728,728,0,1456,1,0,2,1,3,1,4,7,8,1,5.0,6.0,2005.0,4.0,2,410,4.0,4.0,3,36,18,0,0,0,0,,,,0,10,2008,10,6,189000
803,804,60,3,107.0,13891,2,,5,4,4,5,3,10,7,7,5,5,9,5,2008,2009,3,7,3,3,1.0,424.0,5,3,4,6.0,4.0,5.0,2.0,0,2.0,0,1734,1734,5,5,1,5.0,1734,1088,0,2822,0,0,3,1,4,1,5,12,8,1,5.0,4.0,2009.0,3.0,3,1020,4.0,4.0,3,52,170,0,0,192,0,,,,0,1,2009,7,1,582933
804,805,20,3,75.0,9000,2,,5,4,4,5,3,NAmes,7,7,5,8,5,5,1954,1954,5,7,2,2,2.0,0.0,3,3,5,4.0,4.0,2.0,3.0,812,2.0,0,124,936,5,3,1,5.0,1128,0,0,1128,0,0,1,0,2,1,3,5,7,0,,6.0,1954.0,2.0,1,286,4.0,4.0,3,0,0,0,0,0,0,,3.0,,0,6,2006,10,2,118000
805,806,20,3,91.0,12274,2,,4,4,4,2,3,4,7,7,5,8,7,5,2008,2008,5,7,3,3,1.0,256.0,4,3,4,5.0,4.0,2.0,2.0,0,2.0,0,1417,1417,5,5,1,5.0,1428,0,0,1428,0,0,2,0,3,1,5,6,8,0,,6.0,2008.0,3.0,2,554,4.0,4.0,3,0,60,0,0,0,0,,,,0,7,2008,7,1,227680
806,807,80,3,75.0,9750,2,,5,4,4,5,3,NAmes,7,7,5,1,5,5,1967,1967,5,7,3,3,2.0,0.0,3,3,4,4.0,4.0,4.0,6.0,400,4.0,480,100,980,5,4,1,5.0,980,0,0,980,0,0,2,0,3,1,3,6,8,0,,6.0,1967.0,4.0,1,384,4.0,4.0,3,68,0,0,0,0,0,,,,0,10,2006,10,6,135500
807,808,70,3,144.0,21384,2,,5,4,4,5,3,22,7,7,5,5,5,6,1923,2004,5,7,2,2,2.0,0.0,3,3,5,4.0,4.0,5.0,7.0,1309,2.0,0,15,1324,5,5,1,5.0,1072,504,0,1576,2,0,1,1,3,1,4,6,8,1,4.0,6.0,1923.0,3.0,2,528,4.0,4.0,3,0,312,0,0,0,0,,,,0,5,2009,10,6,223500
